dpmk1-0,Guy11-0,dpmk1-1,Guy11-1,dpmk1-1.5,Guy11-1.5,dpmk1-2,Guy11-2,dpmk1-4,Guy11-4,dpmk1-6,Guy11-6,id
0.7039523681493144,0,0,0.25343296453296055,0.32831580128408594,0.35490526354487495,0,0.6716869279012558,0.5310447619406943,1,0.6637885123646161,0.373882688821749,MGG_00506T0 [1492-1515]-1xPhospho [S20(100)]
0.4526730138855572,0,0.1292299761714312,0.11764107543776557,0.5404276019040376,0.18858160605100055,1,0.08820667380738367,0.34440638302738535,0.2224821116136776,0.3205823919195322,0.056304682933083786,MGG_08827T0 [168-198]-1xPhospho [S12(92.1)]
0.4526730138855572,0,0.1292299761714312,0.11764107543776557,0.5404276019040376,0.18858160605100055,1,0.08820667380738367,0.34440638302738535,0.2224821116136776,0.3205823919195322,0.056304682933083786,MGG_08827T0 [168-198]-1xPhospho [S]
0.4526730138855572,0,0.1292299761714312,0.11764107543776557,0.5404276019040376,0.18858160605100055,1,0.08820667380738367,0.34440638302738535,0.2224821116136776,0.3205823919195322,0.056304682933083786,MGG_08827T0 [168-198]-1xPhospho [S22(99.4)]
0.004506158947986824,0,0.5958669996365278,0.280046052113415,0.6273015471626003,0.2926478070481187,0.1530350696425073,0.07588200627447797,1,0.40222929620416614,0.7377152753445124,0.06952216176297564,MGG_00195T0 [1-17]-1xMet-loss+Acetyl [N-Term];1xPhospho [T10(93.4)]
0.0043418887822136215,0,0.5950076312471155,0.2817183679736788,0.6227284619092144,0.289402221693023,0.1511366288084711,0.07781253305037304,1,0.40363683787014937,0.7413904134277459,0.0706343617756078,MGG_00195T0 [1-17]-1xMet-loss+Acetyl [N-Term];1xPhospho [S9(83.2)]
0.004331768688915082,0,0.5940816862557242,0.2819564231324677,0.6200868092150827,0.2898253166301615,0.15078435889528627,0.07763116725917836,1,0.40466111032796703,0.7423843560558162,0.0700705438004601,MGG_00195T0 [1-17]-1xMet-loss+Acetyl [N-Term];1xPhospho [T/S]
0.0061900336587860354,0,0.6162870789287911,0.2948369772439958,0.6434881862597636,0.30411392745087434,0.1564046672221995,0.08110837943631946,1,0.4226028148611713,0.7730066781770052,0.0734572509840687,MGG_00195T0 [1-17]-1xMet-loss+Acetyl [N-Term];1xPhospho [T5(76.7)]
0.7956048048630447,0.36219970918401534,0.711355050910707,0,1,0,0.562364981116111,0.16016912371339237,0.5029308533819801,0.28859699130636346,0.6980131122134824,0,MGG_07431T0 [1-25]-1xMet-loss [N-Term];1xPhospho [S19(86.7)]
0.7956048048630447,0.36219970918401534,0.711355050910707,0,1,0,0.562364981116111,0.16016912371339237,0.5029308533819801,0.28859699130636346,0.6980131122134824,0,MGG_07431T0 [1-25]-1xMet-loss [N-Term];1xPhospho [S20(99.4)]
